,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
ATP6V0E1,3.40888747046022e-50,-0.273388131226135,0.995,0.997,6.00100550299816e-46
UCP2,3.94872586444367e-50,0.568289978775929,0.948,0.836,6.95133701176663e-46
MAMU-DRB1,4.91751277833421e-50,-0.289309468337151,1,1,8.65678949497954e-46
UBE2E2,7.1379015916103e-50,-0.382928708245501,0.58,0.722,1.25655619618708e-45
SCD,1.08672341164363e-49,0.571921984663789,0.375,0.199,1.91306789385745e-45
MRPL41,1.66264023934744e-49,-0.313949536093323,0.95,0.963,2.92691187734724e-45
LOC114679282,3.95782888504231e-49,-0.45878764091963,0.351,0.558,6.96736196922849e-45
LAMTOR1,4.63531491080729e-49,-0.333736016578835,0.925,0.956,8.16000836898515e-45
PRAP1,5.06707268163391e-49,-0.652103397067752,0.547,0.665,8.92007474874834e-45
COX8A,5.42969092448664e-49,-0.294124426209432,0.969,0.979,9.55842790346628e-45
LOC114680207,1.67051605844429e-48,0.53303590629182,0.935,0.852,2.94077646928534e-44
SNRPB,1.75886808151182e-48,-0.33035138147916,0.851,0.907,3.09631137069341e-44
LOC701920,1.7656641269097e-48,-0.259898282864622,0.018,0.18,3.10827512901183e-44
CALM2,1.98848190966064e-48,-0.27015245062937,0.999,1,3.50052355376658e-44
VPS29,2.04329292896018e-48,-0.290860018068139,0.962,0.979,3.5970128721415e-44
ANPEP,3.01240004662725e-48,-0.485278497859094,0.145,0.353,5.30302904208261e-44
PHGDH,3.41017732429964e-48,-0.309659978550292,0.105,0.31,6.00327616169709e-44
GYPC,3.93961293402726e-48,-0.330413300388896,0.914,0.954,6.93529460906158e-44
SPATA13,5.9608713269293e-48,0.331227927753467,0.287,0.125,1.04935178839263e-43
KYNU,1.82830169307668e-47,-0.391827483891003,0.542,0.696,3.2185423004922e-43
CALHM2,1.83839803100668e-47,-0.275544291432714,0.041,0.214,3.23631589378416e-43
PSMA2,1.95921444125607e-47,-0.292191648158256,0.984,0.986,3.44900110238718e-43
BIK,1.97872065455774e-47,-0.325582438876691,0.07,0.255,3.48333984028345e-43
FPR2,2.19421237874502e-47,-0.330268003072799,0.061,0.246,3.86269147154273e-43
LTB4R,2.40212105365888e-47,-0.439137443631365,0.674,0.773,4.22869390286109e-43
VCP,2.86843315978729e-47,-0.363860534404269,0.792,0.855,5.04958973448955e-43
VPS28,3.28894682858534e-47,-0.315265510406527,0.87,0.911,5.78986199704163e-43
NABP1,3.94338452278108e-47,0.366465179757843,0.297,0.134,6.94193411390382e-43
CENPX,5.93634388318212e-47,-0.386470474482761,0.238,0.45,1.04503397719538e-42
RBM25,6.81433703855257e-47,-0.369104015233043,0.69,0.806,1.19959589226679e-42
DNAJA4,1.05533643287747e-46,0.635729659493726,0.262,0.111,1.8578142564375e-42
RBM8A,1.06396053182508e-46,-0.332570686104262,0.856,0.905,1.87299612022488e-42
LRP1,1.08280607069007e-46,-0.332515995490235,0.946,0.975,1.9061718068428e-42
LOC719250,1.57717138214945e-46,0.368336193553423,0.948,0.76,2.7764525011359e-42
MRPL14,1.86571176233055e-46,-0.313912472473474,0.774,0.85,3.2843989864067e-42
NR1H3,1.97962780964789e-46,0.332043923603129,0.239,0.093,3.48493679610414e-42
BCL3,2.1614625716703e-46,-0.366079120538419,0.194,0.41,3.8050387111684e-42
ADRM1,2.31760874098663e-46,-0.309139251189769,0.791,0.857,4.07991842763286e-42
CSTB,2.53920190587702e-46,0.62462355789936,1,1,4.47001103510591e-42
CARS,4.14074646164878e-46,-0.360155249698377,0.807,0.85,7.28937007108651e-42
RTN4,1.13736726042342e-45,-0.283419756973183,0.995,0.997,2.00222132524939e-41
OLFML3,1.32424478321173e-45,0.285214085374475,0.199,0.067,2.33120051636592e-41
PRDX5,2.2417299879717e-45,-0.26433507713995,0.996,0.998,3.94634147082539e-41
NDUFA6,4.23549606771764e-45,-0.313353674221865,0.786,0.854,7.45616727761013e-41
VMO1,5.12554853323326e-45,0.634949146434884,0.728,0.531,9.02301563790383e-41
C7H15orf39,6.07856995142779e-45,-0.305159100266307,0.106,0.302,1.07007145424935e-40
CTSB,7.3758924255707e-45,0.877968919999213,1,1,1.29845210259747e-40
GTF3C6,7.77635580178297e-45,-0.326173712921241,0.86,0.898,1.36894967534587e-40
NFIA,8.82507315490136e-45,0.294449548454623,0.251,0.104,1.55356587818884e-40
LYRM4,1.05330800473197e-44,-0.31905447747695,0.217,0.434,1.85424341153016e-40
C11H12orf57,1.10608209868522e-44,0.379205544545075,0.984,0.93,1.94714692652547e-40
PLEKHO2,1.18697448924986e-44,-0.376769860424881,0.562,0.705,2.08954989087545e-40
ITPA,1.2582221169845e-44,-0.342006943448778,0.685,0.783,2.21497421473951e-40
HCST,1.43374779005654e-44,-0.387230214173753,0.216,0.431,2.52396960961554e-40
UQCRQ,1.43870692168879e-44,-0.281074307881949,0.978,0.986,2.53269966494095e-40
LOC114672574,1.93235516292852e-44,-0.341111882747475,0.157,0.368,3.40171802881937e-40
SRI,2.08056203581531e-44,-0.317286321047433,0.954,0.97,3.66262140784928e-40
ENY2,2.23450248575849e-44,-0.307399877448796,0.929,0.947,3.93361817592925e-40
LOC712661,2.7221523592993e-44,-0.405514999466973,0.91,0.928,4.79207701331049e-40
SEC61G,2.91891024922427e-44,-0.274941072728711,0.982,0.987,5.13844960273441e-40
RAB2A,2.94038977559717e-44,-0.312869946493724,0.9,0.938,5.17626216096126e-40
NFKBIZ,3.56762121514252e-44,0.575473543934258,0.614,0.417,6.2804403871369e-40
QSOX1,4.8493721121901e-44,-0.38920115042409,0.813,0.862,8.53683466629946e-40
MBD2,4.97203546635607e-44,-0.311198929848209,0.889,0.929,8.75277123497323e-40
LCP1,5.81672867896826e-44,-0.305115479251663,0.976,0.991,1.02397691664557e-39
POLR2F,6.89019497888848e-44,-0.326133974997189,0.782,0.845,1.21294992408353e-39
SLC1A6,7.64050195428099e-44,-0.332454391528275,0,0.134,1.34503396403163e-39
SVBP,8.23262747936173e-44,-0.347709207502513,0.506,0.67,1.44927174146684e-39
COMMD7,1.39298478507761e-43,-0.347327422692125,0.365,0.564,2.45221041565063e-39
LGMN,1.45831719395176e-43,0.478580931865257,0.909,0.751,2.56722158823269e-39
PNPLA2,1.83270158467068e-43,-0.348272514167077,0.769,0.833,3.22628786965426e-39
C1H1orf122,3.00087946387176e-43,-0.327715067608159,0.851,0.894,5.28274820819984e-39
LMAN2,5.59529762740331e-43,-0.294624052376991,0.939,0.954,9.84996194328079e-39
CCDC125,1.25581151649529e-42,-0.336059516136972,0.175,0.371,2.21073059363831e-38
TRIR,1.41001577474409e-42,-0.264552035981822,0.967,0.978,2.48219176985949e-38
RAB1A,1.42737072467268e-42,-0.341189880752915,0.856,0.892,2.51274342371378e-38
SH3D21,2.75264913131423e-42,0.268220622698878,0.244,0.099,4.84576353076557e-38
ATP5F1B,2.78875533937879e-42,-0.264322494849714,0.984,0.987,4.90932489944243e-38
LOC114680236,3.41109400053251e-42,0.332263208712374,0.27,0.119,6.00488987853743e-38
LYZ,3.93926670745364e-42,0.431574001718147,0.886,0.726,6.93468511180138e-38
ITGA5,4.18654365803579e-42,-0.356575961649422,0.276,0.483,7.36999145560621e-38
LILRB1,5.22789306776659e-42,-0.315805159844643,0.055,0.223,9.2031829564963e-38
ARRDC3,5.24805556805967e-42,0.349637159007003,0.295,0.138,9.23867702201224e-38
NANS,6.35122954437768e-42,-0.33654537288237,0.685,0.775,1.11807044899225e-37
SERPINA1,1.04098892596091e-41,-0.303478506510864,0.954,0.981,1.83255690526158e-37
GSTM5,1.55736784651128e-41,-0.264821122913259,0.465,0.645,2.74159035699846e-37
UFC1,1.59112192481287e-41,-0.283770040618117,0.863,0.897,2.80101103644058e-37
NUTF2,1.82831727511496e-41,-0.312857245717076,0.224,0.431,3.21856973111237e-37
METTL7A,2.17574372019884e-41,0.263959992222554,0.209,0.08,3.83017924503804e-37
ND4L,2.53002006191684e-41,0.44379949739829,0.987,0.967,4.45384731699841e-37
SRSF5,3.81052504665254e-41,-0.309330541766681,0.932,0.945,6.70804829212714e-37
ADIRF,6.19171776753749e-41,1.25912538739115,0.205,0.081,1.0899899957973e-36
DNAJB4,7.09708536994838e-41,0.374511089696064,0.227,0.093,1.24937090852571e-36
WWC3,7.68405840064478e-41,-0.328218842958414,0.209,0.41,1.35270164084951e-36
PSMB3,8.73082971536738e-41,-0.296749498832881,0.867,0.906,1.53697526309327e-36
IL1RN,1.03486104086006e-40,-0.395134773882682,0.147,0.346,1.82176937633005e-36
BRK1,1.26118143818696e-40,-0.311652315375488,0.981,0.979,2.22018380378433e-36
NEDD8,1.44364864671928e-40,-0.25360237598184,0.984,0.989,2.54139907768461e-36
C14H11orf58,1.6298353481213e-40,-0.293994726330765,0.878,0.91,2.86916214683273e-36
EMC6,1.63540214177382e-40,-0.303199108075736,0.728,0.814,2.87896193037864e-36
HSPD1,1.64790103766976e-40,0.553187501508363,0.933,0.824,2.90096498671385e-36
MAP3K8,1.78821935358363e-40,-0.405334911377022,0.7,0.773,3.14798135004861e-36
MNDA,1.82674710246235e-40,-0.356454380082929,0.849,0.902,3.21580559917473e-36
MAMU-DPB,2.03126879929888e-40,-0.302282010250246,0.953,0.952,3.57584559428575e-36
OLR1,2.6780033913792e-40,-0.28637363651289,0.978,0.992,4.71435717018394e-36
PPP1R15A,2.96075223546581e-40,-0.342445027391117,0.946,0.973,5.21210823531402e-36
DDRGK1,3.37651549696021e-40,-0.357261096215629,0.927,0.945,5.94401788084875e-36
SNRPD1,3.61091496512592e-40,-0.313751799730908,0.76,0.832,6.35665470460766e-36
DCTPP1,4.25304789015456e-40,-0.350484831772733,0.256,0.45,7.48706550582808e-36
TSFM,5.28813544454516e-40,-0.299226061485487,0.15,0.337,9.3092336365773e-36
NDUFS6,6.68378916935665e-40,-0.275625803258397,0.945,0.958,1.17661424537355e-35
LOC114669903,7.19473493335117e-40,-0.315892420931513,0.145,0.335,1.26656113766714e-35
GON7,7.94982065839263e-40,-0.325454864051512,0.238,0.435,1.39948642870344e-35
PGK1,8.67127714938015e-40,-0.290016607275044,0.967,0.975,1.52649162937688e-35
AGPAT2,9.35912183224509e-40,-0.308101385631877,0.718,0.814,1.64757980734843e-35
SNRPG,1.06614008143426e-39,-0.311173247826115,0.784,0.845,1.87683299935687e-35
ACOT11,1.54023875548683e-39,-0.315197871552098,0.213,0.413,2.71143630515902e-35
CHMP2A,1.78164051783611e-39,-0.286526584678394,0.894,0.934,3.13639996759868e-35
ODC1,1.8490834537518e-39,0.478029234641986,0.64,0.486,3.25512651198467e-35
RNF7,1.93195121267167e-39,-0.336639519184138,0.701,0.792,3.4010069147872e-35
IGSF8,2.10921514504505e-39,-0.350771428845033,0.496,0.645,3.71306234133731e-35
PLA2G15,2.11147837828025e-39,-0.331655578710399,0.862,0.899,3.71704653712455e-35
RTN1,2.20505422890298e-39,-0.28788765760766,0.114,0.291,3.8817774645608e-35
ABCA2,2.43820255335743e-39,-0.375234951287586,0.162,0.346,4.29221177493041e-35
CD48,2.54943212667024e-39,0.483871972060971,0.995,0.97,4.48802031579029e-35
LOC705671,2.57001940451726e-39,-0.258807427623113,1,1,4.52426215971218e-35
LOC711690,2.88982276211005e-39,0.393767628107991,0.42,0.249,5.08724399041853e-35
SLC3A2,4.26978911515505e-39,-0.340903419430908,0.949,0.955,7.51653675831894e-35
HEATR1,4.67240266312808e-39,-0.36003387574089,0.277,0.464,8.22529764817067e-35
CCDC34,5.16568991360371e-39,0.276738244998695,0.274,0.127,9.09368052390797e-35
DUSP1,8.68961179514991e-39,0.537853460056589,0.961,0.889,1.52971926041819e-34
LOC714576,1.49702404324743e-38,-0.314323986184555,0.998,0.998,2.63536112573278e-34
PSMB9,2.9029660027416e-38,-0.349015463507148,0.787,0.84,5.11038135122631e-34
MKKS,3.51805508207107e-38,-0.301541342419594,0.748,0.82,6.19318416647791e-34
FAM9C,4.06054088230739e-38,-0.343255939515402,0.138,0.321,7.14817616921392e-34
MTHFD1L,4.37602161086942e-38,-0.355967404091171,0.4,0.564,7.70354844377452e-34
CD300LF,4.75875918658319e-38,-0.288216778082157,0.896,0.928,8.37731967206105e-34
PDCD5,5.07863644857728e-38,-0.302759292637843,0.76,0.829,8.94043160407545e-34
LOC100427851,6.55629558050865e-38,0.391925288905028,0.929,0.818,1.15417027399274e-33
NCBP2AS2,1.03810650368002e-37,-0.300084065099042,0.219,0.41,1.82748268907831e-33
RNASE6,1.14125507836112e-37,-0.332515165447506,0.766,0.83,2.00906543994691e-33
PSMD7,1.60384380040185e-37,-0.301535930113074,0.802,0.861,2.82340662622741e-33
POLR2L,1.79639190739658e-37,-0.252264955477428,0.988,0.996,3.16236831378094e-33
VAMP8,2.46946571327188e-37,-0.275110938645299,0.996,0.997,4.34724744164382e-33
DDOST,2.63272694563722e-37,-0.281757733831767,0.895,0.918,4.63465251509975e-33
PDLIM7,3.33010621833083e-37,-0.29927804512558,0.206,0.401,5.86231898674958e-33
EIF6,4.80609304564608e-37,-0.30851057981025,0.845,0.878,8.46064619755535e-33
LOC705636,5.83141471387952e-37,-0.270990551574209,0.912,0.946,1.02656224623135e-32
CCDC115,7.10566221576285e-37,-0.301496857854378,0.21,0.399,1.25088077646289e-32
NDUFB1,7.38028539747302e-37,-0.255319147522521,0.979,0.979,1.29922544137115e-32
FAM8A1,7.76197088893663e-37,-0.297845883242393,0.204,0.39,1.3664173552884e-32
SLC29A1,8.83254416464294e-37,-0.348371854602206,0.777,0.819,1.55488107474374e-32
LOC699779,9.1845705894352e-37,0.468808384907689,0.549,0.408,1.61685180656417e-32
FABP5,9.36705033556377e-37,-0.296533071311964,1,1,1.64897554107265e-32
UPF2,9.49384926803652e-37,-0.342491247681245,0.7,0.788,1.67129722514515e-32
SIRT7,1.16237577840887e-36,-0.322073803080865,0.271,0.458,2.04624632031097e-32
LOC107000013,1.68897763208197e-36,-0.256173572234541,0.313,0.51,2.9732762235171e-32
TMA7,1.71242203941848e-36,-0.284635538320056,0.829,0.882,3.0145477581923e-32
FERMT3,3.06524567426053e-36,-0.304443665824794,0.868,0.901,5.39605848496824e-32
C3AR1,3.18245821681135e-36,-0.343728595874732,0.898,0.916,5.60239944487469e-32
MRPL34,3.35596532262517e-36,-0.277831002354677,0.843,0.882,5.90784135394935e-32
RAMAC,3.85538395688482e-36,-0.306980280138295,0.271,0.456,6.78701791770003e-32
LOC106996680,3.99027479184365e-36,-0.274222014127848,0.808,0.863,7.02447974356156e-32
SERPINE1,4.28352205483001e-36,-0.427851979822933,0.727,0.784,7.54071222532275e-32
GLRX,4.96773658985382e-36,-0.367236168561164,0.743,0.802,8.74520349277866e-32
IL2RG,5.02659731183712e-36,-0.443220150661351,0.365,0.519,8.84882190775807e-32
LDLRAP1,5.09578073907116e-36,-0.358763391759343,0.328,0.503,8.97061241306087e-32
MED25,7.52829529091624e-36,-0.284758970251317,0.227,0.422,1.3252811030129e-31
NSMCE1,7.64505749288407e-36,-0.30866777579894,0.288,0.473,1.34583592104731e-31
HOMER3,1.21236589263756e-35,0.284102217032464,0.252,0.118,2.13424891739917e-31
EIF5A,1.24267619899382e-35,-0.337566571118262,0.814,0.86,2.18760718070872e-31
SOWAHD,1.33379571690607e-35,-0.253016878653059,0.097,0.261,2.34801398004145e-31
SNRPE,1.52589417140297e-35,-0.278546067270564,0.85,0.891,2.68618409933779e-31
SLC11A1,1.78989636499232e-35,-0.286968298741543,0.886,0.927,3.15093356093249e-31
TAF9,3.10529885461105e-35,-0.281504915067868,0.779,0.832,5.4665681036573e-31
APOBEC3G,3.37134005962217e-35,-0.275733216642363,0.136,0.307,5.93490704095887e-31
CAMP,4.08784614302603e-35,-0.311018248201147,0.943,0.967,7.19624435018302e-31
U2AF1,5.28441158574651e-35,-0.256423716227895,0.839,0.887,9.30267815554816e-31
SEC11A,6.35272337181803e-35,-0.280764989977663,0.869,0.889,1.11833342237485e-30
SLC2A6,6.70452999992737e-35,-0.328928591934969,0.159,0.329,1.18026546118721e-30
HIPK2,8.7426130146192e-35,0.349660785769759,0.718,0.551,1.53904959509356e-30
ADGRA2,9.58720603836156e-35,-0.293558645820865,0.14,0.309,1.68773175099317e-30
IL17D,1.03670000447569e-34,-0.311091571186003,0.801,0.852,1.825006687879e-30
CD58,1.87046922289199e-34,-0.338805245565283,0.475,0.62,3.29277401997905e-30
DMXL2,1.93223510261097e-34,-0.33128783825994,0.285,0.467,3.40150667463635e-30
GNA15,2.10267353767063e-34,-0.264039747095722,0.154,0.331,3.70154649571538e-30
DCTN3,2.44105294837097e-34,-0.266955409971167,0.875,0.906,4.29722961031225e-30
ZNF622,2.64402270317181e-34,-0.280704140039662,0.206,0.386,4.65453756666366e-30
VRK1,2.72735408092636e-34,-0.295546590002515,0.198,0.374,4.80123412406276e-30
RCC2,2.73738023833956e-34,-0.308501120759749,0.25,0.432,4.81888417157296e-30
LPXN,2.91275483548322e-34,-0.301225066353992,0.663,0.756,5.12761361238465e-30
HMOX2,3.03021439892017e-34,-0.267893146363677,0.965,0.968,5.33438942785906e-30
NPTN,3.56532391501326e-34,-0.272059326544237,0.907,0.929,6.27639621998934e-30
PSMA5,3.80881243782169e-34,-0.288527209036891,0.699,0.784,6.7050334155413e-30
MX1,4.05491796053317e-34,-0.716168097025789,0.308,0.455,7.13827757772259e-30
RANBP1,4.54033413226847e-34,-0.290827906628664,0.811,0.851,7.99280420644541e-30
ZNF655,5.64739490363851e-34,-0.276355559867069,0.238,0.425,9.94167398836523e-30
FAM107B,6.17761521072768e-34,-0.283902600896613,0.955,0.958,1.0875073816965e-29
MRPL11,7.04458614678724e-34,-0.267616341567088,0.792,0.842,1.24012894528043e-29
LAGE3,8.40651110269678e-34,-0.271726587054791,0.895,0.931,1.47988221451874e-29
MOCOS,1.62760161328259e-33,0.533368324299379,0.413,0.261,2.86522988002268e-29
MED10,2.06129372211493e-33,-0.30388073791787,0.32,0.496,3.62870146841113e-29
HCK,2.07049415981009e-33,-0.302355141429451,0.559,0.687,3.64489791892968e-29
RNASE2,2.83832486471817e-33,-0.291027659177205,0.682,0.796,4.99658709184987e-29
RNF213,3.76828510023166e-33,-0.396670126782743,0.419,0.569,6.63368909044781e-29
CARD16,4.03467739265998e-33,-0.267161157308928,0.937,0.957,7.10264608203862e-29
RNASE3,4.73621301222342e-33,-0.355566012093809,0.026,0.148,8.33762938671812e-29
AKR7A2,1.06089931831531e-32,0.436935416588429,0.873,0.752,1.86760715996227e-28
GPAM,1.15158829150506e-32,-0.326715485617053,0.146,0.308,2.02725602836551e-28
JAGN1,1.37867900449362e-32,-0.282856985763096,0.217,0.389,2.42702651951057e-28
CXCL8,1.41777195897472e-32,-0.403703332354707,0.175,0.347,2.4958457565791e-28
HNRNPAB,1.54916469449027e-32,-0.29399532346008,0.864,0.882,2.72714952818068e-28
CD177,1.75371972155516e-32,-0.367747508931025,0.817,0.857,3.0872481978257e-28
TFEC,2.22188810270485e-32,-0.294526905264488,0.237,0.413,3.91141181600162e-28
KCTD20,2.43220653250321e-32,0.323290303738508,0.373,0.226,4.28165637981865e-28
TLR9,2.45897597947265e-32,-0.259331297018254,0.882,0.912,4.32878131426364e-28
IRF1,3.45858987550571e-32,-0.390651462282129,0.362,0.52,6.08850161684025e-28
IFI44,4.24284907503201e-32,-0.282763999690656,0.123,0.282,7.46911151168634e-28
RAB7B,5.52503781247012e-32,-0.299047877851812,0.379,0.543,9.7262765650724e-28
CDC26,6.95206243597174e-32,-0.290904765577879,0.531,0.67,1.22384107122847e-27
C19H19orf24,9.28015010367061e-32,-0.274473291550982,0.865,0.886,1.63367762425017e-27
MAFB,9.76190063505156e-32,-0.317889731772035,0.926,0.927,1.71848498779448e-27
FLOT1,1.08762572738008e-31,-0.303525512588767,0.609,0.712,1.9146563304799e-27
DDHD1,1.17431165026714e-31,0.396917848593945,0.551,0.423,2.06725822913028e-27
ANAPC11,1.43420769615987e-31,-0.2550785897845,0.837,0.875,2.52477922831984e-27
BIN2,1.73399042050974e-31,-0.286617741601363,0.643,0.744,3.05251673626535e-27
UBE2L3,1.75115592657463e-31,-0.262230520833526,0.816,0.855,3.08273489314197e-27
DRAP1,3.12110674563384e-31,-0.267230742763404,0.771,0.823,5.49439631501382e-27
TUBA1A,3.13901723190784e-31,0.476561198872789,0.635,0.476,5.52592593505057e-27
SMIM7,3.33746126624395e-31,-0.270671285507866,0.925,0.933,5.87526681309584e-27
PDE4A,3.95054559051205e-31,-0.280380048839599,0.299,0.478,6.95454045753741e-27
PILRA,4.17904101963067e-31,-0.260493572012193,0.939,0.952,7.35678381095783e-27
LITAF,4.48639719684435e-31,0.331779628258904,0.905,0.769,7.89785362532479e-27
PGD,5.22988698739222e-31,-0.292586839622597,0.884,0.901,9.20669305260526e-27
CLEC5A,6.3715444503894e-31,-0.267323924855253,0.234,0.414,1.12164668504655e-26
CTSD,6.70255106010911e-31,0.395815023549106,0.382,0.245,1.17991708862161e-26
MYO1G,8.52411738715223e-31,-0.323503572455232,0.607,0.709,1.50058562483428e-26
NHP2,1.30227188329432e-30,-0.259220178692914,0.863,0.884,2.29251942335132e-26
NFU1,1.34160870948449e-30,-0.318709419843058,0.374,0.524,2.3617679721765e-26
RHEB,1.46327732298722e-30,-0.266137538874174,0.951,0.964,2.5759533993867e-26
GSN,1.56684001866085e-30,-0.326094373764016,0.691,0.765,2.75826516885055e-26
H2AFZ,1.61438545453982e-30,-0.295535779694653,0.996,0.996,2.84196415417189e-26
AP1M1,2.62655218376545e-30,-0.271810613586037,0.243,0.418,4.62378246430069e-26
GTF2H5,3.0823480240526e-30,0.314801141282136,0.98,0.891,5.42616546154219e-26
ARHGEF2,3.22009200520291e-30,-0.272731602477044,0.229,0.401,5.66864996595921e-26
IRF2BPL,4.31802100788414e-30,-0.315143038824455,0.317,0.478,7.60144418227924e-26
IVNS1ABP,4.74149817736819e-30,0.383352442225859,0.505,0.367,8.34693339143897e-26
SHISA5,5.26726454506431e-30,-0.270188635232563,0.816,0.849,9.27249250513121e-26
BASP1,5.28115877005737e-30,0.483019935188196,0.883,0.748,9.296951898809e-26
SMIM10L1,6.52325008884021e-30,-0.260789480530408,0.201,0.366,1.14835294563943e-25
ENSMMUG00000028701,7.55895968999827e-30,0.394364733241648,1,1,1.3306792638273e-25
EXOSC5,1.24451266670169e-29,-0.29343956222484,0.413,0.563,2.19084009846166e-25
CCL5,1.49870915030195e-29,-0.685353588126665,0.241,0.392,2.63832758819155e-25
PISD,1.63925759241973e-29,-0.252845048737171,0.167,0.327,2.88574906569569e-25
CCT5,1.75680264128919e-29,-0.257042116443925,0.784,0.828,3.09267536972549e-25
EIF5,1.79215936878744e-29,0.361460485017568,0.977,0.936,3.15491735281341e-25
LOC695267,2.47740918004385e-29,-0.258928497787751,0.908,0.932,4.36123112054919e-25
KLF13,2.81379960579861e-29,-0.286039677897187,0.261,0.434,4.95341282604788e-25
GANAB,2.84405856216396e-29,-0.299906730087578,0.372,0.528,5.00668069283344e-25
EXOSC6,3.05607291298824e-29,-0.278309209840113,0.365,0.526,5.3799107560245e-25
ACIN1,3.4155137937638e-29,-0.251764061071958,0.258,0.433,6.0126704825418e-25
ABCG1,4.39388047039188e-29,-0.289141877289053,0.943,0.964,7.73498718007787e-25
ZBED1,4.89724015016908e-29,-0.252833956964528,0.193,0.357,8.62110156035765e-25
AIM2,5.67657297303003e-29,-0.339478319876329,0.459,0.596,9.99303906172206e-25
CMTM3,5.89105564581327e-29,-0.262852080987723,0.272,0.445,1.03706143588897e-24
SLC30A1,7.35737081179144e-29,-0.277707605438818,0.255,0.429,1.29519155770776e-24
ITGAL,7.59274661329862e-29,-0.315334547542672,0.403,0.55,1.33662711380509e-24
LOC107000055,8.28773458596362e-29,-0.286644924053218,0.81,0.86,1.45897279651304e-24
ELMSAN1,1.05820224778263e-28,-0.307308442313519,0.279,0.444,1.86285923699655e-24
ABHD2,1.0815439317323e-28,-0.25647145660667,0.222,0.39,1.90394993742155e-24
CASP9,1.09695310571302e-28,-0.258301548858939,0.213,0.374,1.93107624729719e-24
FOXN2,1.22526552220035e-28,-0.304450999607491,0.602,0.704,2.15695742528149e-24
RTCA,1.61383939974182e-28,-0.25246701453665,0.189,0.346,2.84100287930549e-24
NUDT16L1,2.02591937856284e-28,-0.254834556463332,0.202,0.362,3.56642847402203e-24
FTL,2.18661937185082e-28,0.433356139596953,1,1,3.84932474220618e-24
SLC17A5,2.24023417562056e-28,0.309043782076653,0.372,0.236,3.94370824276243e-24
ISG15,2.56422408860873e-28,-0.56063370669478,0.068,0.198,4.5140600855868e-24
APLP2,2.57811765935102e-28,0.335034795640567,0.996,0.982,4.53851832752154e-24
LAP3,2.66566413844857e-28,-0.263262378307078,0.955,0.958,4.69263514932486e-24
ID3,2.72041906003001e-28,0.274617296524646,0.13,0.046,4.78902571327682e-24
MTHFS,3.45383466242565e-28,-0.272214608098702,0.267,0.43,6.08013053973411e-24
CLEC4E,7.13401714317234e-28,-0.356541538718288,0.666,0.743,1.25587237788406e-23
AGPAT4,1.06649104466595e-27,-0.28779568501612,0.212,0.369,1.87745083502994e-23
SLAMF9,1.20699547468859e-27,-0.25905442712237,0.94,0.949,2.1247948336418e-23
CYB5A,1.45986771180715e-27,0.31355385641371,0.869,0.735,2.5699511198653e-23
RCL1,1.48298071282526e-27,-0.260122786583825,0.265,0.43,2.61063924685759e-23
TMEM107,2.23559384849995e-27,-0.254257572001662,0.237,0.399,3.93553941089932e-23
MAGOH,4.44576801889978e-27,-0.274136249069753,0.593,0.69,7.82633002047117e-23
RARRES1,4.73097129303081e-27,-0.406842889104855,0.573,0.666,8.32840186425144e-23
LOC722929,5.66910751233105e-27,-0.333737884629333,0.859,0.882,9.97989686470757e-23
S100P,6.29349985756323e-27,-0.312701878722325,0.1,0.237,1.10790771492543e-22
ACOT2,6.49824275873252e-27,-0.26848440126364,0.246,0.402,1.14395065524727e-22
PECAM1,6.65847843501435e-27,-0.252154673265548,0.987,0.983,1.17215854369993e-22
BTG3,7.56171453881417e-27,-0.290795575280492,0.285,0.448,1.33116422741285e-22
CPVL,8.4600883418482e-27,0.548899910870491,0.562,0.39,1.48931395169896e-22
DDX3X,9.67327208639892e-27,0.355755505194334,0.939,0.853,1.70288281808967e-22
ARAP1,1.00435383004178e-26,-0.254157699788625,0.203,0.358,1.76806448240555e-22
LOC106995967,1.05545594758866e-26,-0.283522959963325,0.643,0.725,1.85802465013508e-22
IKZF1,1.10792750363643e-26,-0.268270662742524,0.279,0.437,1.95039557740157e-22
TMEM53,1.33730487961399e-26,-0.252845314542807,0.22,0.373,2.35419151007247e-22
CAMLG,1.45108568306766e-26,-0.252594940142731,0.901,0.904,2.55449123647231e-22
MZT1,1.80257916792492e-26,-0.250574005384596,0.271,0.431,3.17326036721503e-22
MRPS18B,2.29223700334297e-26,-0.253978316522537,0.251,0.406,4.03525402068497e-22
ZBTB7A,2.47242181436103e-26,-0.291187352722512,0.649,0.737,4.35245136200116e-22
APOC2,3.51278251812855e-26,-0.883555500064026,0.717,0.733,6.1839023449135e-22
LACTB,3.72539746905737e-26,-0.263434174081119,0.692,0.756,6.55818970452859e-22
LOC114680579,4.04159291190005e-26,-0.255091501258372,0.197,0.349,7.11482016210886e-22
SERPINB8,4.44234092471446e-26,-0.260375178226698,0.231,0.387,7.82029696386734e-22
NINJ1,4.65606759380988e-26,-0.264923145262608,0.543,0.666,8.1965413921429e-22
NRBP1,5.51273609674891e-26,-0.266683759321298,0.334,0.487,9.70462062471678e-22
AKAP8L,6.97490132216347e-26,-0.250542367926651,0.26,0.421,1.22786162875366e-21
C6orf125,7.12551796863257e-26,-0.271204886126319,0.516,0.637,1.25437618319808e-21
